[RTREE] This is node 63 at depth: 10, the bounding box is (-95.9953,31.3496), (-50.273,51.5309), leaf: 0, edge: 1
[RTREE] This is node 517 at depth: 10, the bounding box is (-85.7125,20.9015), (-79.2108,89.3086), leaf: 0, edge: 1
[RTREE] This is node 453 at depth: 10, the bounding box is (-91.4769,18.1279), (-12.4543,35.5699), leaf: 0, edge: 1
[RTREE] This is node 541 at depth: 9, the bounding box is (-91.4769,18.1279), (-12.4543,89.3086), leaf: 1, edge: 0
[RTREE] This is node 283 at depth: 8, the bounding box is (-92.0353,-22.8976), (70.4322,99.816), leaf: 0, edge: 0
[RTREE] This is node 487 at depth: 10, the bounding box is (-0.974657,-25.4994), (81.0871,34.0657), leaf: 0, edge: 1
[RTREE] This is node 294 at depth: 10, the bounding box is (-84.6143,-23.5933), (69.8497,36.6814), leaf: 0, edge: 1
[RTREE] This is node 793 at depth: 9, the bounding box is (-84.6143,-25.4994), (81.0871,36.6814), leaf: 1, edge: 0
[RTREE] This is node 792 at depth: 10, the bounding box is (-96.6161,-30.5403), (97.4155,-17.5307), leaf: 0, edge: 1
[RTREE] This is node 44 at depth: 10, the bounding box is (-88.0551,-16.7936), (60.1538,17.8115), leaf: 0, edge: 1
[RTREE] This is node 461 at depth: 10, the bounding box is (-20.9972,-15.9676), (84.6189,16.7185), leaf: 0, edge: 1
[RTREE] This is node 536 at depth: 10, the bounding box is (-88.8521,-29.2001), (-0.784876,28.7705), leaf: 0, edge: 1
[RTREE] This is node 795 at depth: 10, the bounding box is (-94.963,-7.76842), (81.1995,13.8084), leaf: 0, edge: 1
[RTREE] This is node 153 at depth: 9, the bounding box is (-96.6161,-30.5403), (97.4155,28.7705), leaf: 1, edge: 0
[RTREE] This is node 278 at depth: 10, the bounding box is (-47.4477,31.1759), (47.0573,58.6682), leaf: 0, edge: 1
[RTREE] This is node 241 at depth: 10, the bounding box is (-41.6025,41.6766), (96.1572,72.7978), leaf: 0, edge: 1
[RTREE] This is node 49 at depth: 10, the bounding box is (-22.2422,-13.9945), (82.1738,74.361), leaf: 0, edge: 1
[RTREE] This is node 93 at depth: 10, the bounding box is (-29.277,-19.7348), (88.6531,26.6356), leaf: 0, edge: 1
[RTREE] This is node 532 at depth: 10, the bounding box is (7.80653,28.5957), (87.0606,59.8109), leaf: 0, edge: 1
[RTREE] This is node 54 at depth: 9, the bounding box is (-47.4477,-19.7348), (96.1572,74.361), leaf: 1, edge: 0
[RTREE] This is node 59 at depth: 10, the bounding box is (67.4738,-27.9677), (98.2149,-0.816015), leaf: 0, edge: 1
[RTREE] This is node 43 at depth: 10, the bounding box is (-16.217,-5.98866), (72.5301,8.19873), leaf: 0, edge: 1
[RTREE] This is node 242 at depth: 9, the bounding box is (-16.217,-27.9677), (98.2149,8.19873), leaf: 1, edge: 0
[RTREE] This is node 112 at depth: 10, the bounding box is (-41.6494,14.8637), (97.3718,34.0747), leaf: 0, edge: 1
[RTREE] This is node 469 at depth: 10, the bounding box is (71.8624,11.4549), (91.4182,12.7537), leaf: 0, edge: 1
[RTREE] This is node 488 at depth: 9, the bounding box is (-41.6494,11.4549), (97.3718,34.0747), leaf: 1, edge: 0
[RTREE] This is node 162 at depth: 8, the bounding box is (-96.6161,-30.5403), (98.2149,74.361), leaf: 0, edge: 0
[RTREE] This is node 445 at depth: 10, the bounding box is (-87.1307,75.8443), (9.60479,82.8105), leaf: 0, edge: 1
[RTREE] This is node 156 at depth: 10, the bounding box is (22.5108,46.7466), (27.6113,99.5528), leaf: 0, edge: 1
[RTREE] This is node 512 at depth: 9, the bounding box is (-87.1307,46.7466), (27.6113,99.5528), leaf: 1, edge: 0
[RTREE] This is node 482 at depth: 10, the bounding box is (-78.3687,47.2926), (-21.3567,94.7615), leaf: 0, edge: 1
[RTREE] This is node 198 at depth: 10, the bounding box is (-84.7552,31.4489), (74.9182,97.3982), leaf: 0, edge: 1
[RTREE] This is node 308 at depth: 10, the bounding box is (-77.369,29.6072), (-8.71702,52.3859), leaf: 0, edge: 1
[RTREE] This is node 513 at depth: 10, the bounding box is (1.40896,37.1928), (8.4793,78.6698), leaf: 0, edge: 1
[RTREE] This is node 566 at depth: 10, the bounding box is (-96.7877,54.0349), (62.7146,91.7377), leaf: 0, edge: 1
[RTREE] This is node 253 at depth: 9, the bounding box is (-96.7877,29.6072), (74.9182,97.3982), leaf: 1, edge: 0
[RTREE] This is node 542 at depth: 8, the bounding box is (-96.7877,29.6072), (74.9182,99.5528), leaf: 0, edge: 0
[RTREE] This is node 138 at depth: 10, the bounding box is (68.2866,-22.229), (99.1467,65.1629), leaf: 0, edge: 1
[RTREE] This is node 533 at depth: 9, the bounding box is (68.2866,-22.229), (99.1467,65.1629), leaf: 1, edge: 0
[RTREE] This is node 794 at depth: 8, the bounding box is (68.2866,-22.229), (99.1467,65.1629), leaf: 0, edge: 0
[RTREE] This is node 507 at depth: 7, the bounding box is (-96.7877,-30.5403), (99.1467,99.816), leaf: 0, edge: 0
[RTREE] This is node 812 at depth: 10, the bounding box is (31.0884,-35.1291), (71.9769,85.4066), leaf: 0, edge: 1
[RTREE] This is node 820 at depth: 9, the bounding box is (31.0884,-35.1291), (71.9769,85.4066), leaf: 1, edge: 0
[RTREE] This is node 846 at depth: 8, the bounding box is (31.0884,-35.1291), (71.9769,85.4066), leaf: 0, edge: 0
[RTREE] This is node 606 at depth: 10, the bounding box is (-57.3985,-79.0733), (81.8924,-71.2099), leaf: 0, edge: 1
[RTREE] This is node 861 at depth: 9, the bounding box is (-57.3985,-79.0733), (81.8924,-71.2099), leaf: 1, edge: 0
[RTREE] This is node 60 at depth: 10, the bounding box is (-46.4082,-24.634), (35.8254,17.9992), leaf: 0, edge: 1
[RTREE] This is node 79 at depth: 10, the bounding box is (-45.1469,-28.3884), (81.5321,0.528555), leaf: 0, edge: 1
[RTREE] This is node 528 at depth: 10, the bounding box is (-44.7742,-33.0235), (58.4972,6.10064), leaf: 0, edge: 1
[RTREE] This is node 615 at depth: 10, the bounding box is (34.3074,-56.8524), (44.6732,-40.3748), leaf: 0, edge: 1
[RTREE] This is node 860 at depth: 10, the bounding box is (26.5266,-36.2141), (64.2808,-14.8221), leaf: 0, edge: 1
[RTREE] This is node 35 at depth: 9, the bounding box is (-46.4082,-56.8524), (81.5321,17.9992), leaf: 1, edge: 0
[RTREE] This is node 868 at depth: 10, the bounding box is (-61.8889,-0.866066), (13.7796,97.0026), leaf: 0, edge: 1
[RTREE] This is node 587 at depth: 10, the bounding box is (-13.0161,6.58366), (43.9979,78.2796), leaf: 0, edge: 1
[RTREE] This is node 857 at depth: 10, the bounding box is (-21.2222,-65.9851), (-16.7769,88.4421), leaf: 0, edge: 1
[RTREE] This is node 862 at depth: 10, the bounding box is (-0.125609,-38.5773), (0.148653,88.5207), leaf: 0, edge: 1
[RTREE] This is node 561 at depth: 9, the bounding box is (-61.8889,-65.9851), (43.9979,97.0026), leaf: 1, edge: 0
[RTREE] This is node 864 at depth: 10, the bounding box is (-7.36055,-64.8088), (41.4218,22.4217), leaf: 0, edge: 1
[RTREE] This is node 53 at depth: 10, the bounding box is (-3.80104,-32.8556), (67.0896,79.982), leaf: 0, edge: 1
[RTREE] This is node 1064 at depth: 10, the bounding box is (55.259,-60.3124), (97.1195,48.9178), leaf: 0, edge: 1
[RTREE] This is node 869 at depth: 9, the bounding box is (-7.36055,-64.8088), (97.1195,79.982), leaf: 1, edge: 0
[RTREE] This is node 458 at depth: 8, the bounding box is (-61.8889,-79.0733), (97.1195,97.0026), leaf: 0, edge: 0
[RTREE] This is node 871 at depth: 7, the bounding box is (-61.8889,-79.0733), (97.1195,97.0026), leaf: 0, edge: 0
[RTREE] This is node 178 at depth: 6, the bounding box is (-97.1206,-83.239), (99.1467,99.816), leaf: 0, edge: 0
[RTREE] This is node 821 at depth: 10, the bounding box is (-85.0246,25.4699), (91.9209,70.9369), leaf: 0, edge: 1
[RTREE] This is node 834 at depth: 9, the bounding box is (-85.0246,25.4699), (91.9209,70.9369), leaf: 1, edge: 0
[RTREE] This is node 880 at depth: 8, the bounding box is (-85.0246,25.4699), (91.9209,70.9369), leaf: 0, edge: 0
[RTREE] This is node 970 at depth: 7, the bounding box is (-85.0246,25.4699), (91.9209,70.9369), leaf: 0, edge: 0
[RTREE] This is node 1025 at depth: 6, the bounding box is (-85.0246,25.4699), (91.9209,70.9369), leaf: 0, edge: 0
[RTREE] This is node 971 at depth: 10, the bounding box is (-67.9793,-62.1842), (-41.8061,88.6538), leaf: 0, edge: 1
[RTREE] This is node 981 at depth: 9, the bounding box is (-67.9793,-62.1842), (-41.8061,88.6538), leaf: 1, edge: 0
[RTREE] This is node 1000 at depth: 8, the bounding box is (-67.9793,-62.1842), (-41.8061,88.6538), leaf: 0, edge: 0
[RTREE] This is node 1024 at depth: 7, the bounding box is (-67.9793,-62.1842), (-41.8061,88.6538), leaf: 0, edge: 0
[RTREE] This is node 1078 at depth: 6, the bounding box is (-67.9793,-62.1842), (-41.8061,88.6538), leaf: 0, edge: 0
[RTREE] This is node 353 at depth: 5, the bounding box is (-98.3688,-97.9258), (99.1467,99.816), leaf: 0, edge: 0
[RTREE] This is node 130 at depth: 10, the bounding box is (-56.8621,-7.03265), (55.9112,31.1539), leaf: 0, edge: 1
[RTREE] This is node 157 at depth: 9, the bounding box is (-56.8621,-7.03265), (55.9112,31.1539), leaf: 1, edge: 0
[RTREE] This is node 254 at depth: 8, the bounding box is (-56.8621,-7.03265), (55.9112,31.1539), leaf: 0, edge: 0
[RTREE] This is node 284 at depth: 7, the bounding box is (-56.8621,-7.03265), (55.9112,31.1539), leaf: 0, edge: 0
[RTREE] This is node 564 at depth: 6, the bounding box is (-56.8621,-7.03265), (55.9112,31.1539), leaf: 0, edge: 0
[RTREE] This is node 69 at depth: 10, the bounding box is (-61.9926,4.28226), (16.9892,77.522), leaf: 0, edge: 1
[RTREE] This is node 19 at depth: 10, the bounding box is (-4.48739,-2.38891), (19.093,59.0352), leaf: 0, edge: 1
[RTREE] This is node 30 at depth: 10, the bounding box is (-65.1684,-18.4542), (9.49019,85.1422), leaf: 0, edge: 1
[RTREE] This is node 280 at depth: 10, the bounding box is (-38.6626,-30.2486), (-26.7592,-12.4817), leaf: 0, edge: 1
[RTREE] This is node 320 at depth: 10, the bounding box is (-54.6029,-31.9719), (-32.4896,-22.378), leaf: 0, edge: 1
[RTREE] This is node 38 at depth: 9, the bounding box is (-65.1684,-31.9719), (19.093,85.1422), leaf: 1, edge: 0
[RTREE] This is node 48 at depth: 10, the bounding box is (0.969117,-36.2069), (7.89219,54.4078), leaf: 0, edge: 1
[RTREE] This is node 321 at depth: 9, the bounding box is (0.969117,-36.2069), (7.89219,54.4078), leaf: 1, edge: 0
[RTREE] This is node 154 at depth: 8, the bounding box is (-65.1684,-36.2069), (19.093,85.1422), leaf: 0, edge: 0
[RTREE] This is node 326 at depth: 7, the bounding box is (-65.1684,-36.2069), (19.093,85.1422), leaf: 0, edge: 0
[RTREE] This is node 549 at depth: 6, the bounding box is (-65.1684,-36.2069), (19.093,85.1422), leaf: 0, edge: 0
[RTREE] This is node 818 at depth: 5, the bounding box is (-65.1684,-36.2069), (55.9112,85.1422), leaf: 0, edge: 0
[RTREE] This is node 179 at depth: 10, the bounding box is (-72.1975,50.3133), (96.9122,97.7755), leaf: 0, edge: 1
[RTREE] This is node 610 at depth: 10, the bounding box is (-33.1883,56.809), (69.798,67.2551), leaf: 0, edge: 1
[RTREE] This is node 457 at depth: 9, the bounding box is (-72.1975,50.3133), (96.9122,97.7755), leaf: 1, edge: 0
[RTREE] This is node 506 at depth: 8, the bounding box is (-72.1975,50.3133), (96.9122,97.7755), leaf: 0, edge: 0
[RTREE] This is node 548 at depth: 7, the bounding box is (-72.1975,50.3133), (96.9122,97.7755), leaf: 0, edge: 0
[RTREE] This is node 623 at depth: 6, the bounding box is (-72.1975,50.3133), (96.9122,97.7755), leaf: 0, edge: 0
[RTREE] This is node 873 at depth: 5, the bounding box is (-72.1975,50.3133), (96.9122,97.7755), leaf: 0, edge: 0
[RTREE] This is node 881 at depth: 10, the bounding box is (-92.3598,80.1305), (53.683,96.5572), leaf: 0, edge: 1
[RTREE] This is node 968 at depth: 9, the bounding box is (-92.3598,80.1305), (53.683,96.5572), leaf: 1, edge: 0
[RTREE] This is node 982 at depth: 8, the bounding box is (-92.3598,80.1305), (53.683,96.5572), leaf: 0, edge: 0
[RTREE] This is node 1001 at depth: 7, the bounding box is (-92.3598,80.1305), (53.683,96.5572), leaf: 0, edge: 0
[RTREE] This is node 1056 at depth: 6, the bounding box is (-92.3598,80.1305), (53.683,96.5572), leaf: 0, edge: 0
[RTREE] This is node 1087 at depth: 5, the bounding box is (-92.3598,80.1305), (53.683,96.5572), leaf: 0, edge: 0
[RTREE] This is node 625 at depth: 4, the bounding box is (-98.3688,-97.9258), (99.1467,99.816), leaf: 0, edge: 0
[RTREE] This is node 613 at depth: 10, the bounding box is (23.9313,11.9015), (92.9126,50.9203), leaf: 0, edge: 1
[RTREE] This is node 753 at depth: 10, the bounding box is (70.6716,22.8453), (81.4579,24.6563), leaf: 0, edge: 1
[RTREE] This is node 754 at depth: 9, the bounding box is (23.9313,11.9015), (92.9126,50.9203), leaf: 1, edge: 0
[RTREE] This is node 500 at depth: 10, the bounding box is (9.4352,-37.082), (91.3806,86.3504), leaf: 0, edge: 1
[RTREE] This is node 745 at depth: 10, the bounding box is (60.6448,-36.7806), (84.5212,77.622), leaf: 0, edge: 1
[RTREE] This is node 684 at depth: 10, the bounding box is (28.0532,-34.1404), (69.4334,82.0893), leaf: 0, edge: 1
[RTREE] This is node 698 at depth: 10, the bounding box is (58.5181,-34.7647), (60.8213,85.5857), leaf: 0, edge: 1
[RTREE] This is node 638 at depth: 9, the bounding box is (9.4352,-37.082), (91.3806,86.3504), leaf: 1, edge: 0
[RTREE] This is node 637 at depth: 10, the bounding box is (59.6653,-12.4507), (78.6935,86.4764), leaf: 0, edge: 1
[RTREE] This is node 575 at depth: 10, the bounding box is (41.9092,43.632), (55.1982,76.5638), leaf: 0, edge: 1
[RTREE] This is node 585 at depth: 10, the bounding box is (32.5315,-4.75386), (75.0673,89.963), leaf: 0, edge: 1
[RTREE] This is node 626 at depth: 10, the bounding box is (69.8408,-1.1631), (76.8453,16.6428), leaf: 0, edge: 1
[RTREE] This is node 678 at depth: 10, the bounding box is (63.0718,43.7402), (70.7106,80.936), leaf: 0, edge: 1
[RTREE] This is node 505 at depth: 9, the bounding box is (32.5315,-12.4507), (78.6935,89.963), leaf: 1, edge: 0
[RTREE] This is node 551 at depth: 10, the bounding box is (26.8313,7.69989), (56.1548,46.4675), leaf: 0, edge: 1
[RTREE] This is node 599 at depth: 9, the bounding box is (26.8313,7.69989), (56.1548,46.4675), leaf: 1, edge: 0
[RTREE] This is node 570 at depth: 10, the bounding box is (22.7901,-13.7993), (95.5462,72.8825), leaf: 0, edge: 1
[RTREE] This is node 598 at depth: 10, the bounding box is (40.0563,19.5425), (87.011,54.7992), leaf: 0, edge: 1
[RTREE] This is node 686 at depth: 10, the bounding box is (79.4064,25.7812), (92.9296,56.0014), leaf: 0, edge: 1
[RTREE] This is node 614 at depth: 9, the bounding box is (22.7901,-13.7993), (95.5462,72.8825), leaf: 1, edge: 0
[RTREE] This is node 527 at depth: 8, the bounding box is (9.4352,-37.082), (95.5462,89.963), leaf: 0, edge: 0
[RTREE] This is node 290 at depth: 10, the bounding box is (64.2305,-25.3539), (87.2778,89.3538), leaf: 0, edge: 1
[RTREE] This is node 349 at depth: 9, the bounding box is (64.2305,-25.3539), (87.2778,89.3538), leaf: 1, edge: 0
[RTREE] This is node 547 at depth: 8, the bounding box is (64.2305,-25.3539), (87.2778,89.3538), leaf: 0, edge: 0
[RTREE] This is node 462 at depth: 10, the bounding box is (96.1722,-13.6383), (98.0554,90.0823), leaf: 0, edge: 1
[RTREE] This is node 586 at depth: 9, the bounding box is (96.1722,-13.6383), (98.0554,90.0823), leaf: 1, edge: 0
[RTREE] This is node 747 at depth: 8, the bounding box is (96.1722,-13.6383), (98.0554,90.0823), leaf: 0, edge: 0
[RTREE] This is node 645 at depth: 10, the bounding box is (10.3152,-0.231107), (12.0598,93.3704), leaf: 0, edge: 1
[RTREE] This is node 746 at depth: 9, the bounding box is (10.3152,-0.231107), (12.0598,93.3704), leaf: 1, edge: 0
[RTREE] This is node 755 at depth: 8, the bounding box is (10.3152,-0.231107), (12.0598,93.3704), leaf: 0, edge: 0
[RTREE] This is node 563 at depth: 7, the bounding box is (9.4352,-37.082), (98.0554,93.3704), leaf: 0, edge: 0
[RTREE] This is node 582 at depth: 6, the bounding box is (9.4352,-37.082), (98.0554,93.3704), leaf: 0, edge: 0
[RTREE] This is node 624 at depth: 5, the bounding box is (9.4352,-37.082), (98.0554,93.3704), leaf: 0, edge: 0
[RTREE] This is node 74 at depth: 10, the bounding box is (-74.8999,-30.0129), (28.5222,-25.1729), leaf: 0, edge: 1
[RTREE] This is node 78 at depth: 10, the bounding box is (-60.6764,-22.7501), (54.6223,-22.6689), leaf: 0, edge: 1
[RTREE] This is node 113 at depth: 9, the bounding box is (-74.8999,-30.0129), (54.6223,-22.6689), leaf: 1, edge: 0
[RTREE] This is node 158 at depth: 8, the bounding box is (-74.8999,-30.0129), (54.6223,-22.6689), leaf: 0, edge: 0
[RTREE] This is node 163 at depth: 7, the bounding box is (-74.8999,-30.0129), (54.6223,-22.6689), leaf: 0, edge: 0
[RTREE] This is node 352 at depth: 6, the bounding box is (-74.8999,-30.0129), (54.6223,-22.6689), leaf: 0, edge: 0
[RTREE] This is node 378 at depth: 5, the bounding box is (-74.8999,-30.0129), (54.6223,-22.6689), leaf: 0, edge: 0
[RTREE] This is node 16 at depth: 10, the bounding box is (-26.3326,33.9409), (44.5071,39.6618), leaf: 0, edge: 1
[RTREE] This is node 33 at depth: 9, the bounding box is (-26.3326,33.9409), (44.5071,39.6618), leaf: 1, edge: 0
[RTREE] This is node 128 at depth: 8, the bounding box is (-26.3326,33.9409), (44.5071,39.6618), leaf: 0, edge: 0
[RTREE] This is node 208 at depth: 7, the bounding box is (-26.3326,33.9409), (44.5071,39.6618), leaf: 0, edge: 0
[RTREE] This is node 229 at depth: 6, the bounding box is (-26.3326,33.9409), (44.5071,39.6618), leaf: 0, edge: 0
[RTREE] This is node 565 at depth: 5, the bounding box is (-26.3326,33.9409), (44.5071,39.6618), leaf: 0, edge: 0
[RTREE] This is node 651 at depth: 10, the bounding box is (-66.1042,56.0236), (77.3301,94.8898), leaf: 0, edge: 1
[RTREE] This is node 654 at depth: 10, the bounding box is (-70.5593,-4.97469), (72.8882,76.114), leaf: 0, edge: 1
[RTREE] This is node 771 at depth: 10, the bounding box is (-29.7555,21.6371), (61.5518,31.1962), leaf: 0, edge: 1
[RTREE] This is node 766 at depth: 9, the bounding box is (-70.5593,-4.97469), (77.3301,94.8898), leaf: 1, edge: 0
[RTREE] This is node 748 at depth: 10, the bounding box is (-45.3746,-34.9067), (-6.75473,87.1473), leaf: 0, edge: 1
[RTREE] This is node 732 at depth: 10, the bounding box is (-73.4974,15.6233), (-21.3018,91.406), leaf: 0, edge: 1
[RTREE] This is node 761 at depth: 10, the bounding box is (-10.2782,-18.5771), (-3.07378,-18.5526), leaf: 0, edge: 1
[RTREE] This is node 765 at depth: 10, the bounding box is (-9.65459,0.95134), (69.8761,51.334), leaf: 0, edge: 1
[RTREE] This is node 726 at depth: 9, the bounding box is (-73.4974,-34.9067), (69.8761,91.406), leaf: 1, edge: 0
[RTREE] This is node 702 at depth: 10, the bounding box is (-59.5939,-28.3358), (68.8084,-9.66642), leaf: 0, edge: 1
[RTREE] This is node 720 at depth: 10, the bounding box is (-27.9977,32.2513), (-8.89923,33.6), leaf: 0, edge: 1
[RTREE] This is node 724 at depth: 10, the bounding box is (-38.1653,30.5135), (34.304,41.0795), leaf: 0, edge: 1
[RTREE] This is node 725 at depth: 10, the bounding box is (-17.6324,15.7448), (-10.2592,48.2976), leaf: 0, edge: 1
